student_id,school_id,local_id,age,female,f_col,gpa,private_component
849,4,121,15,1,0,1.6998059471631641,1.6998059471631641
850,4,122,16,1,1,3.364127085064781,2.475513088412538
851,4,123,13,1,1,2.5333629583529214,1.6157087768407954
852,4,124,15,0,1,2.7897064661445894,1.8530478792585323
853,4,125,16,0,0,2.914669458523176,1.7084155173589608
854,4,126,15,0,1,2.6811096518433333,1.7758764286068711
855,4,127,15,1,0,2.7418544718942224,1.675818842943041
856,4,128,16,1,0,2.6878331266534996,1.6597573344250938
857,4,129,13,0,1,2.452478524846103,1.6056595357543442
858,4,130,15,0,1,2.3635819134673834,1.6131253238613006
859,4,131,15,0,1,1.4295722991146667,1.4295722991146667
860,4,132,15,1,1,2.9277332109572898,2.0063596439110665
861,4,133,16,1,0,2.8605859895374244,1.7820181791109801
862,4,134,15,1,0,2.5498016385734146,1.6173050546251169
863,4,135,15,1,1,2.8257193157066003,1.7063168945546092
864,4,136,15,1,0,1.2094152883051814,1.2094152883051814
865,4,137,15,1,1,2.9547075521941646,2.169104717315106
866,4,138,17,1,1,2.2409776029634925,2.2409776029634925
867,4,139,16,1,0,2.4693930298820086,1.911954955777669
868,4,140,17,1,1,3.2269397560780524,2.296309253255889
869,4,141,15,1,0,2.9353121659460615,1.8159423681703108
870,4,142,17,0,0,2.2982173639992047,1.4267504008098504
871,4,143,16,0,1,2.3712243459063416,1.664340731083581
872,4,144,15,1,0,2.548557023174596,1.6578434245557188
873,4,145,15,0,0,2.426662849800776,1.2877829316614462
874,4,146,16,1,1,2.706920848050282,1.8350306061768105
875,4,147,14,0,1,3.046373670937262,2.0241861499536093
876,4,148,14,0,1,1.5400887311178273,1.5400887311178273
877,4,149,16,1,1,2.2184967871430628,2.2184967871430628
878,4,150,14,0,1,2.6561649071195927,1.704878646631086
879,4,151,14,1,0,2.462046655562244,1.3645991618148285
880,4,152,14,0,1,3.030469066489505,1.912417030791873
881,4,153,16,1,0,2.6112423806818725,1.6281591886023008
882,4,154,14,1,1,2.335408179976499,1.6320310056878524
883,4,155,17,0,1,2.4716634330708973,1.6088411436491628
884,4,156,15,1,0,2.8889732512102793,1.7616221790245672
885,4,157,14,0,1,2.3166531312386756,1.4700817068011756
886,4,158,15,1,1,2.4965877805656786,1.7712265996908338
887,4,159,15,1,1,3.0049645006125996,1.999973355136592
888,4,160,13,0,1,2.5969322241088983,1.294213714287925
889,4,161,13,0,0,2.076745071847111,1.3555553418204902
890,4,162,14,1,0,2.3494692884110133,1.3447247170123535
891,4,163,15,0,1,1.4056472245551501,1.4056472245551501
892,4,164,15,0,0,2.601047893126001,1.41621044904569
893,4,165,14,0,1,2.7890082572604764,1.7154256020058611
894,4,166,16,0,0,2.53917624025143,1.6011815053210714
895,4,167,13,0,0,2.1358003446385747,1.0616234871549177
896,5,0,15,0,0,1.3368303751895334,1.3368303751895334
897,5,1,16,0,1,2.6248215048445,1.615158781537589
898,5,2,15,0,1,2.155056748964829,2.155056748964829
899,5,3,15,1,1,3.0097190650564016,2.3484788370044978
900,5,4,15,0,1,2.8178621885787574,1.8630375303923792
901,5,5,16,0,0,1.4044087733435486,1.4044087733435486
902,5,6,15,0,1,3.3003684350990214,2.243467756233321
903,5,7,14,1,0,2.365648068906209,1.408317931016087
904,5,8,14,0,0,1.982522552459106,1.390825397436913
905,5,9,14,0,1,2.481451563278401,1.5969703253125431
906,5,10,14,0,0,2.099652122589397,1.196511606857866
907,5,11,17,1,0,3.3143042913049943,2.283154774845696
908,5,12,14,1,1,3.2585030368349983,2.128497770833374
909,5,13,14,1,1,2.7510551569434383,2.0843722865714307
910,5,14,15,0,1,1.9110533820840212,1.9110533820840212
911,5,15,17,0,0,2.8585610338120944,1.7695357462758181
912,5,16,17,1,1,3.509615313981717,2.245561448247815
913,5,17,15,1,0,2.3405024161737646,1.7542035830044016
914,5,18,13,1,1,2.2747081753155527,1.4430011218767143
915,5,19,14,1,0,2.8098816262603803,1.7230373640183314
916,5,20,15,0,1,2.3980306548771346,1.7002842274930678
917,5,21,15,1,0,2.8746017074300543,1.634201571817805
918,5,22,17,0,0,2.7815881632020556,1.6085779524246113
919,5,23,15,1,1,3.215641777652751,2.2253750539467902
920,5,24,14,1,1,2.877643356926443,1.7782274629009969
921,5,25,15,0,0,2.333759586779383,1.069944145949621
922,5,26,14,0,0,1.9810293851792187,1.2356429045848218
923,5,27,16,0,1,2.7263103882074695,1.9862254043229115
924,5,28,16,0,1,2.8374950316350223,1.8568058604720068
925,5,29,14,0,0,1.1172432708073425,1.1172432708073425
926,5,30,14,0,1,3.2397481687709773,1.9636755772772416
927,5,31,15,0,1,1.8520002111836493,1.8520002111836493
928,5,32,16,0,0,2.3997145079677,1.2492710463278138
929,5,33,16,0,0,1.5030130766701972,1.5030130766701972
930,5,34,16,1,1,3.41193206776616,2.320718024063302
931,5,35,16,1,1,1.964681655835279,1.964681655835279
932,5,36,13,0,0,2.5426396751754834,1.5280248787025987
933,5,37,14,1,0,1.6135367212598977,1.6135367212598977
934,5,38,16,1,1,2.9386086009133874,1.9653902810746966
935,5,39,15,1,0,2.4807922416242065,1.4568761824237988
936,5,40,13,0,0,2.368777868667864,1.3978097296474061
937,5,41,15,0,0,1.8773199752212781,1.0118970400718033
938,5,42,15,0,0,1.098884627695829,1.098884627695829
939,5,43,16,0,1,2.9897731591298804,1.9555188761956193
940,5,44,13,0,1,2.4961598626161634,1.3923002937632631
941,5,45,13,0,0,1.2679555467074353,1.2679555467074353
942,5,46,16,1,1,3.383702450180244,2.2501170137601885
943,5,47,15,1,1,2.829986658746992,1.7538584225076688
944,5,48,15,1,0,2.9699942007287525,1.8643989492196933
945,5,49,14,0,0,2.74693331841261,1.512208531410026
946,5,50,15,1,1,1.8735486190826092,1.8735486190826092
947,5,51,15,1,1,2.00908446751935,2.00908446751935
948,5,52,15,1,1,3.197115139809763,2.160137976822625
949,5,53,14,1,0,2.384743117211179,1.5018153892070003
950,5,54,15,1,0,1.711957885977586,1.711957885977586
951,5,55,13,1,1,2.6687827309718086,1.8002981516819423
952,5,56,15,0,0,2.3565584049077044,1.3756787299535942
953,5,57,17,0,0,1.4699811395155578,1.4699811395155578
954,5,58,14,1,1,3.155373897041141,2.211770927267179
955,5,59,14,1,0,2.1952934643240685,1.3189159760962141
956,5,60,14,1,0,2.73087032722713,1.5490178693359526
957,5,61,16,1,0,2.73725296276275,1.800068085964992
958,5,62,16,0,0,2.4037378295285285,1.4379868549081625
959,5,63,17,1,1,3.395314478537464,2.322219705085582
960,5,64,16,1,0,2.7365604634462284,1.7310978064477438
961,5,65,14,0,1,1.9848917540518163,1.9848917540518163
962,5,66,17,0,0,2.0898931075619616,1.709506443549731
963,5,67,16,1,0,2.5088823255262853,1.6421170913093894
964,5,68,14,1,0,1.6547557921528493,1.6547557921528493
965,5,69,13,0,0,2.2502849748376264,1.424986030373121
966,5,70,14,1,0,2.553788381965891,1.5049065327056517
967,5,71,14,1,0,2.6439275168875245,1.5631215667540543
968,5,72,16,1,0,2.4974454940111723,1.5239427434813995
969,5,73,14,1,0,2.6752862225343685,1.6117697335107088
970,5,74,16,1,1,1.81759521568031,1.81759521568031
971,5,75,17,1,0,2.366647947169049,1.642986945448754
972,5,76,16,0,0,2.0239185959178445,1.4476427979218989
973,5,77,17,0,0,2.64986729284853,1.548406543618943
974,5,78,16,1,0,2.7955399008003567,1.7018409862122326
975,5,79,14,0,0,2.427171435963988,1.7974527572529997
976,5,80,15,1,0,1.5324180072872127,1.5324180072872127
977,5,81,17,0,0,1.9067673353813457,1.9067673353813457
978,5,82,16,0,1,2.9582997703567453,1.9476151678034168
979,5,83,15,1,1,3.6509010286080636,2.2542888595117767
980,5,84,14,0,0,2.4947223347896537,1.5325246513062443
981,5,85,14,1,0,2.513416839587625,1.6338806685984544
982,5,86,15,0,0,2.257856646172592,1.3207494626190865
983,5,87,13,1,0,2.8457309227209455,1.6377764377480957
984,5,88,16,1,1,2.367848651946259,2.367848651946259
985,5,89,14,0,0,2.354312160184009,1.3434576738675759
986,5,90,16,0,0,1.9543294439268069,1.0504249267475128
987,5,91,16,0,0,2.315613349560296,1.6086458281030331
988,5,92,13,1,0,2.3037637835353992,1.419184598060465
989,5,93,15,1,0,3.0437917983045795,1.9732581446007713
990,5,94,15,0,1,2.889574966061672,1.920313867907268
991,5,95,15,0,1,3.0640268311633267,2.1552567983532596
992,5,96,13,1,1,3.1532361964246935,2.009997147739395
993,5,97,15,0,0,2.746983209796933,1.7390420302718383
994,5,98,15,1,1,3.0449330017391936,2.0380410134017186
995,5,99,16,1,1,3.35137842592496,2.3367403379508334
996,5,100,14,0,1,2.5639930499975785,1.5851733282759213
997,5,101,15,0,0,2.2041340935565583,1.2780879749386131
998,5,102,16,1,1,3.071255094895112,2.271107962628392
999,5,103,16,1,0,2.596913684876678,1.6301371181302686
1000,5,104,16,1,1,2.9790859863515227,2.1968821646430747
1001,5,105,15,0,1,2.7135681572459203,1.6373914388415132
1002,5,106,15,1,1,3.1343338523589583,2.3073522192310016
1003,5,107,14,1,0,2.081397545579997,1.2572534388908936
1004,5,108,15,1,0,2.438705703231408,1.5452946194734023
1005,5,109,13,0,1,2.9395081930121383,1.900690485761556
1006,5,110,16,1,0,2.5704568812602218,1.831733544573045
1007,5,111,14,1,0,2.0905749067855735,1.299456016365086
1008,5,112,13,0,1,2.7412122996640984,1.7828704632678885
1009,5,113,14,1,0,2.116742574896461,1.1969435991225088
1010,5,114,15,0,1,2.9131364954163517,1.9074682186981022
1011,5,115,14,0,0,1.9410453608542282,1.319541749815973
1012,5,116,16,1,0,2.645343232628472,1.4744310363906656
1013,5,117,15,1,1,2.8397267241324213,1.8498087463200175
1014,5,118,17,0,1,3.3948976314415513,2.1965695773276104
1015,5,119,14,1,1,2.555300595571634,1.8446243730084926
1016,5,120,14,0,1,3.061163449008653,1.605749921246013
1017,5,121,14,0,1,2.227080006704968,1.2879798549239
1018,5,122,15,1,0,2.6674386802394636,1.7732010077693932
1019,5,123,14,0,0,2.2508060439750808,1.2493925060256565
1020,5,124,14,0,0,2.1874312076765765,1.2512341186779665
1021,5,125,15,0,1,2.476014142732378,1.598753094395729
1022,5,126,15,0,0,2.692603565161801,1.5098109175211212
1023,5,127,16,0,1,3.1995107982213296,2.1408928722641365
1024,5,128,17,1,1,3.479772217958761,2.4157060652010247
1025,5,129,17,1,0,1.9736057431740712,1.9736057431740712
1026,5,130,17,0,0,2.5103258790495686,1.5022055157889407
1027,5,131,13,1,0,1.5433956500307073,1.5433956500307073
1028,5,132,14,0,1,2.622991661133153,1.5792339633208605
1029,5,133,18,1,1,3.7020025971097272,2.6485740533299906
1030,5,134,16,0,1,2.8200486402678777,1.8075808388598722
1031,5,135,13,0,0,2.004776471721864,1.2920139168486195
1032,5,136,16,0,0,2.6997954326130644,1.6527603014856072
1033,5,137,18,0,1,2.2000459045108056,2.2000459045108056
1034,5,138,14,1,0,3.04324933041437,1.7833960909630868
1035,5,139,14,1,0,2.812528374182853,1.7422315266848
1036,5,140,16,0,1,2.9551288705958068,1.8178339730093485
1037,5,141,14,1,0,1.2270194223661828,1.2270194223661828
1038,5,142,15,0,1,3.3223260482669454,2.0693568692052473
1039,5,143,16,1,0,2.804885542709922,1.8612825729359601
1040,5,144,17,0,1,2.775027167606021,1.81501339625278
1041,5,145,16,0,0,2.361382389046014,1.5038051870419287
1042,5,146,13,0,0,2.0326669829033324,1.0961325685276784
1043,5,147,16,0,1,3.046668858579872,2.103487892090076
1044,5,148,15,0,0,2.2634111194419964,1.3771874584193127
1045,5,149,15,1,0,2.568044175032194,1.7356426622119154
1046,5,150,17,1,0,3.0540401127493846,1.9880143160032269
1047,5,151,14,0,0,2.445860642360539,1.3060537776504073
1048,5,152,14,1,1,1.8517718268977983,1.8517718268977983
1049,5,153,13,1,1,2.0705244593555943,2.0705244593555943
1050,5,154,16,0,0,2.345743765940933,1.2362108560520366
1051,5,155,15,0,0,2.2431678691664905,1.318650306520214
1052,5,156,14,1,0,2.623949589376727,1.7301221232016102
1053,5,157,13,1,1,2.9121890253152953,1.8155369852260472
1054,5,158,14,0,0,2.4794796996558377,1.5696552438890146
1055,5,159,15,1,1,3.2066521473722327,2.0327111987636144
1056,5,160,15,0,1,2.5395179179393645,1.811366487162795
1057,5,161,17,0,0,1.8873814878994781,1.8873814878994781
1058,5,162,17,0,1,3.330233385643246,2.076979821280343
1059,5,163,16,1,0,2.7743723201880064,1.662552043140487
1060,5,164,14,1,1,1.733942727831696,1.733942727831696
1061,5,165,17,1,1,3.603628038936954,2.5278024918396005
1062,5,166,16,1,1,3.0457124921356935,1.8975120675362303
1063,5,167,15,0,0,2.764979208128021,1.627232000307568
1064,5,168,15,0,0,2.401621723786101,1.2250313071219883
1065,5,169,16,0,0,1.5996509609136076,1.5996509609136076
1066,5,170,14,1,0,2.5470677288929884,1.555810960913804
1067,5,171,14,0,0,2.504684727089516,1.4282788786608713
1068,5,172,17,1,0,3.193527940713871,2.0632661513971553
1069,5,173,15,0,1,3.034667026536358,1.8514263647785638
1070,5,174,15,1,0,1.7222762345733593,1.7222762345733593
1071,5,175,15,0,1,2.938947526346633,1.995344556572671
1072,5,176,16,0,1,1.8056351929486392,1.8056351929486392
1073,5,177,13,1,0,1.8343512819203784,1.1342234059025822
1074,5,178,16,0,1,3.031331081120091,1.8902242413057713
1075,5,179,15,1,1,2.9901321455195733,1.9426078406282108
1076,5,180,14,0,0,1.9209193266955293,1.291023689930265
1077,5,181,15,0,1,1.6380121573771116,1.6380121573771116
1078,5,182,15,1,0,2.613612243066354,1.761461518223773
1079,5,183,14,1,0,2.5958371866700314,1.638865586983581
1080,5,184,17,0,1,2.9698591636940415,1.6769810735875743
1081,5,185,13,1,0,2.4542535765011415,1.2376633978421188
1082,5,186,17,0,0,2.6027795031117886,1.6038689107014856
1083,5,187,15,0,0,2.1344638223730734,1.4482246284844655
1084,5,188,15,0,0,2.724533492932707,1.5894591513234626
1085,5,189,15,0,0,2.2562078892634734,1.0750411730244906
1086,5,190,15,1,1,2.8095936337392198,1.8742278766474445
1087,5,191,14,0,0,2.089552598514866,1.0598210466463807
1088,6,0,16,1,0,2.7232127009359726,1.7957455912615548
1089,6,1,18,1,0,2.0969613834189462,2.0969613834189462
1090,6,2,15,0,0,2.6255634381439212,1.6728951678007344
1091,6,3,15,1,0,2.747230974758731,1.7228580507899023
1092,6,4,14,1,1,3.0403460086973313,2.1679598158160567
1093,6,5,14,1,0,2.6697665121857015,1.6786365716157834
1094,6,6,16,0,0,2.623350616019424,1.599555158882665
1095,6,7,13,0,1,2.62066059511589,1.3881030786969923
1096,6,8,16,1,1,3.5193302525571086,2.2132090896524996
1097,6,9,14,1,0,2.4864395812138653,1.5355096275702425
1098,6,10,16,0,1,3.092429336896971,2.053105335073556
1099,6,11,16,1,1,2.2978774138930818,2.2978774138930818
1100,6,12,15,0,0,2.347955361908867,1.4814127331962084
1101,6,13,16,0,0,2.897899022416102,1.8820947770982852
1102,6,14,16,1,1,3.2360014837154094,2.2493845568423456
1103,6,15,15,1,0,2.95588321438282,2.021805646776022
1104,6,16,17,0,1,1.8025584476377663,1.8025584476377663
1105,6,17,16,1,0,2.848618938872537,1.9191997941002141
1106,6,18,13,0,1,2.399125811081442,1.512535868971776
1107,6,19,14,0,1,1.6194751731355521,1.6194751731355521
1108,6,20,14,1,1,2.4695068630586667,1.7437452363039099
1109,6,21,15,0,0,2.4697645837079722,1.4411162877495876
1110,6,22,16,1,1,3.3976814386414005,2.2761716025630303
1111,6,23,14,0,0,1.0358723096544427,1.0358723096544427
1112,6,24,13,0,1,2.5931927964810795,1.49013426384166
1113,6,25,17,1,1,3.383978762290752,2.4306952402821365
1114,6,26,17,0,0,2.4455953731008333,1.5748733554590422
1115,6,27,15,1,1,3.5487345572284843,2.3308595783444517
1116,6,28,16,1,1,3.2780562987106343,2.4494043925891926
1117,6,29,14,1,0,1.5705785465655044,1.5705785465655044
1118,6,30,16,0,0,1.707039851391338,1.707039851391338
1119,6,31,14,0,0,2.477057161257215,1.2626474049777803
1120,6,32,16,1,0,3.0583856019566475,1.922302355612628
1121,6,33,15,0,0,2.5894273726239074,1.529768295608958
1122,6,34,14,1,0,2.436847160037662,1.4031792366304705
1123,6,35,14,0,0,2.5794201941739576,1.4495196211897003
1124,6,36,16,0,0,1.7906878942229534,1.7906878942229534
1125,6,37,14,1,0,1.6638429001568062,1.6638429001568062
1126,6,38,13,1,0,1.749543509898974,1.4387818170026412
1127,6,39,14,0,1,1.8884754290421952,1.8884754290421952
1128,6,40,16,1,0,1.9605583055770177,1.9605583055770177
1129,6,41,14,1,0,2.6174683773256247,1.5176801749527826
1130,6,42,15,0,0,2.5908916576308556,1.2842030478448838
1131,6,43,14,0,0,2.5784547129110087,1.3080248748292007
1132,6,44,14,1,0,2.7736212093681405,1.6274504938530645
1133,6,45,17,1,1,3.3289245806452423,2.4600369772588233
1134,6,46,16,1,0,2.9757102861886664,1.9912479387443642
1135,6,47,14,1,0,2.5311973166808017,1.5984838485363508
1136,6,48,14,0,0,2.442213561983256,1.4875497211271715
1137,6,49,14,1,1,2.5522656544886893,1.5966604410753276
1138,6,50,14,1,1,2.017801265563347,2.017801265563347
1139,6,51,15,1,0,1.571742625780182,1.571742625780182
1140,6,52,14,0,1,2.787560203729914,1.709608057519611
1141,6,53,14,1,0,2.8022146863018156,1.6610530507451025
1142,6,54,18,1,0,2.7534058053400274,1.6023591072782106
1143,6,55,14,0,1,3.011814438058474,2.065293319822337
1144,6,56,15,1,0,2.8060651976708892,1.5841661573431984
1145,6,57,15,0,1,3.1595031940495133,1.6943095653768825
1146,6,58,13,0,1,1.5363949996960016,1.5363949996960016
1147,6,59,15,0,1,2.738749336447064,1.701984372144912
1148,6,60,15,0,0,2.953292356110047,1.5198754665082788
1149,6,61,14,0,1,3.042595183966106,1.862827724824848
1150,6,62,15,0,0,2.102388384932808,1.413879832879394
1151,6,63,16,0,1,3.1390178551464945,2.168602950618381
1152,6,64,16,1,1,3.574750293822235,2.5855093448369564
1153,6,65,17,1,1,3.1833802031134386,2.306884920668975
1154,6,66,14,1,1,2.8796710672423522,1.9384802249646966
1155,6,67,14,1,0,3.1530159963610944,1.9691863812517914
1156,6,68,14,1,0,2.5980638159545792,1.51481903594733
1157,6,69,14,0,0,2.605670121262385,1.5391752201851023
1158,6,70,15,0,1,2.7709043113691716,1.9318100159421385
1159,6,71,15,0,1,3.095672407642919,2.043549792327529
1160,6,72,17,1,0,2.6764201201596256,1.6278237868273617
1161,6,73,15,0,0,2.2568925549881462,1.4271047908239838
1162,6,74,13,1,1,3.141977826228298,1.952255721950243
1163,6,75,16,0,1,2.755333060538195,1.72607362769907
1164,6,76,13,1,0,1.4138992468397567,1.4138992468397567
1165,6,77,13,0,0,2.612229720971878,1.3457352623131074
1166,6,78,14,1,0,2.4291810492477475,1.5112148466161315
1167,6,79,15,1,0,2.9145764132640553,2.1747119721639554
1168,6,80,14,1,0,2.4816848640206426,1.3321430215889618
1169,6,81,14,1,0,2.6645259998251376,1.4736739409203163
1170,6,82,14,0,1,2.341648037207426,1.6667849842377342
1171,6,83,16,1,0,2.426891896565921,1.4712868861148494
1172,6,84,13,0,1,2.8576673816671367,1.926937126008578
1173,6,85,15,1,0,2.018771319066915,1.481564950800029
1174,6,86,14,0,0,2.4818658330257026,1.3112497691414025
1175,6,87,15,1,1,3.2264244491565295,2.022880117753145
1176,6,88,15,0,1,2.957879932565086,2.1578498421565575
1177,6,89,16,1,1,3.20417544718542,2.1341052085068184
1178,6,90,15,1,0,2.3904603350152316,1.6319934201167516
1179,6,91,14,1,1,2.8556286993347824,2.1785609328514055
1180,6,92,16,0,0,2.236714519188576,1.358646950231347
1181,6,93,14,1,1,3.5142989006314003,2.244576467208503
1182,6,94,16,1,0,3.2930229533162723,2.105658973556522
1183,6,95,16,0,0,2.4192054225543203,1.4440404297146558
1184,6,96,14,1,1,1.9455597446906385,1.9455597446906385
1185,6,97,14,0,1,2.7777112940343684,1.7042141899047187
1186,6,98,16,1,1,3.7948502982845094,2.586107236506427
1187,7,0,15,1,0,2.499473653759528,1.7234585913373683
1188,7,1,17,0,1,2.8291907903816313,2.052268014620193
1189,7,2,13,1,0,2.600337854049461,1.4597299064432265
1190,7,3,14,1,1,2.5787358869112094,1.6182710222142942
1191,7,4,14,1,0,1.9218103827669295,1.328214240095594
1192,7,5,15,1,1,1.7827786872678637,1.7827786872678637
1193,7,6,16,1,1,2.6313083994357873,1.9505468342502714
1194,7,7,17,0,0,2.432303669303085,1.937645109334726
1195,7,8,15,0,1,1.7741100483006718,1.7741100483006718
1196,7,9,14,1,1,2.211332728075512,1.7851845789011824
1197,7,10,13,1,0,1.61683701157492,1.61683701157492
1198,7,11,15,1,1,1.9927776263865271,1.9927776263865271
1199,7,12,14,0,1,2.329057446976971,1.5592280428534555
1200,7,13,15,1,1,3.225721745083675,2.122687522656096
1201,7,14,14,0,1,1.903938601032321,1.903938601032321
1202,7,15,14,1,0,1.5595728719224935,1.5595728719224935
1203,7,16,15,0,0,1.9503141680361318,1.2393756101374087
1204,7,17,15,1,1,2.5028411604072924,1.6606747802134951
1205,7,18,15,1,0,2.7789374158933864,1.4501827996463168
1206,7,19,16,1,1,2.519665845754052,1.901793984177304
1207,7,20,15,1,0,2.5031484532769306,1.5395378381224123
1208,7,21,15,1,1,2.873318777461946,1.9473188328527946
1209,7,22,16,1,1,2.91039151594,1.8646108661380334
1210,7,23,14,0,1,1.3954980471017235,1.3954980471017235
1211,7,24,16,1,1,2.6427545120607867,1.9241050979302696
1212,7,25,13,1,0,2.3815856903195174,1.0332822362357676
1213,7,26,16,0,0,2.4154445063279986,1.4875861610109924
1214,7,27,17,0,0,1.4065544525906761,1.4065544525906761
1215,7,28,15,0,0,1.15914973310379,1.15914973310379
1216,7,29,17,0,1,2.9861995713307055,1.819270486950999
1217,7,30,16,0,1,2.699235808528488,1.7954947775093493
1218,7,31,16,1,1,2.615662688698105,1.6358371942542904
1219,7,32,14,0,0,2.592168415821169,1.2734321091566525
1220,7,33,13,0,0,2.120267555176712,1.2107994513396076
1221,7,34,13,1,1,3.177288168875172,2.2483152495697363
1222,7,35,18,0,0,1.5042080189799116,1.5042080189799116
1223,7,36,18,1,1,3.389595518702444,2.4228036629187204
1224,7,37,15,1,1,2.70514031510775,1.7009994092960556
1225,7,38,16,0,1,2.8693716321501297,1.629979112329531
1226,7,39,16,0,1,2.366663298935301,1.7139488882809442
1227,7,40,16,1,1,3.068142226075297,2.2235165071512215
1228,7,41,14,1,1,2.8354665619590507,1.829242919002282
1229,7,42,15,1,1,2.1773598678951185,2.1773598678951185
1230,7,43,13,0,0,2.1757147022307803,1.2903376156700272
1231,7,44,14,1,0,2.8421740881029898,1.8733906004653966
1232,7,45,17,0,1,3.146580262300783,2.008325183717523
1233,7,46,13,1,0,2.052383824369858,1.1227400904762264
1234,7,47,16,1,0,2.516141122620647,1.6419034949065459
1235,7,48,15,1,0,2.3154190631293194,1.112226671537333
1236,7,49,16,1,0,1.7220375060542152,1.7220375060542152
1237,7,50,15,0,0,2.074015134941491,1.134902879221323
1238,7,51,14,0,0,2.1101513168087442,1.2207920423974263
1239,7,52,14,1,1,2.568974726390926,1.749369412811632
1240,7,53,14,1,0,2.51851206643215,1.656985309308468
1241,7,54,16,1,1,2.0021219763436235,2.0021219763436235
1242,7,55,16,0,0,1.4204938305810986,1.4204938305810986
1243,7,56,15,0,1,2.5146370018927118,1.6791952834383008
1244,7,57,14,0,0,2.091044730143016,1.2017082575784197
1245,7,58,16,1,1,3.130196918355973,2.225354581569779
1246,7,59,16,0,0,2.1238397020167454,1.2620553250532265
1247,7,60,15,1,1,2.8018529039871294,1.8070447750629495
1248,7,61,16,0,1,2.5911140309087095,1.8325710603889613
1249,7,62,16,0,0,2.332959058787398,1.386291528862181
1250,7,63,15,0,1,1.4071637687337213,1.4071637687337213
1251,7,64,15,0,0,2.1214159474549135,1.2240818634027872
1252,7,65,15,0,1,2.534193168396706,1.5529453545095473
1253,7,66,17,0,1,2.646557994117224,1.8338897225972948
1254,7,67,17,1,1,2.7242000994419673,2.045798353398268
1255,7,68,16,1,0,2.2750503788266734,1.4415471338923211
1256,7,69,16,0,1,2.7994825498336993,1.9064919119695496
1257,7,70,16,1,1,3.096774007321514,2.298041821469193
1258,7,71,17,1,0,2.9031468888019747,1.9059154438312913
1259,7,72,14,0,1,1.7960461659415332,1.7960461659415332
1260,7,73,16,1,0,1.4133554656675442,1.4133554656675442
1261,7,74,16,1,1,2.7416967219674584,2.044652971781598
1262,7,75,13,0,1,1.7598035500167952,1.7598035500167952
1263,7,76,15,1,0,2.3041027916734746,1.2979928930517954
1264,7,77,15,1,0,2.351091100318923,1.2661274378666498
1265,7,78,16,1,0,2.4512569552472048,1.7099616663846378
1266,7,79,15,0,0,2.4490343367321596,1.549192240614424
1267,7,80,17,1,0,2.7342503922183283,1.8100919532607784
1268,7,81,15,1,1,3.0707723878936597,1.9840499242181049
1269,7,82,13,0,0,1.9892148603906539,1.1246118796771127
1270,7,83,16,1,1,3.0047211746031146,2.192151675931362
1271,7,84,13,1,0,2.185934425442919,1.1729387188925808
1272,7,85,14,1,0,2.820543134891528,1.4415109327066047
1273,7,86,16,1,1,1.915807542870296,1.915807542870296
1274,7,87,16,0,1,1.7179891764283906,1.7179891764283906
1275,7,88,16,1,1,2.8957876889260667,1.8106192730497797
1276,7,89,16,0,0,1.4570636022033105,1.4570636022033105
1277,7,90,14,1,0,1.3103035126250169,1.3103035126250169
1278,7,91,15,0,0,2.1266260665085976,1.2407237074052597
1279,7,92,14,0,0,2.296655647676167,1.4240698284100257
1280,7,93,15,1,1,2.994344846993571,1.9064468672020223
1281,7,94,14,0,1,2.9466912215676304,1.5289746980570964
1282,7,95,15,1,1,2.5588419524421067,1.6453074861898938
1283,7,96,14,1,1,2.710939178350535,1.8920759946403793
1284,7,97,16,1,0,2.9279422156212247,1.8158527366642074
1285,7,98,15,1,1,2.827652142257011,1.5531676737828621
1286,7,99,15,1,0,2.8731396640159472,1.9368966364844233
1287,7,100,15,0,1,2.50641016583239,1.4855167431315162
1288,7,101,16,1,0,2.7439121268913635,1.8383585069663193
1289,7,102,18,0,0,2.6562012653856732,1.659948483180473
1290,7,103,14,0,0,2.3930456342406514,1.3003003673827092
1291,7,104,15,0,1,1.5660980137450524,1.5660980137450524
1292,7,105,13,0,1,1.999121699772343,1.1623992866547608
1293,7,106,13,0,0,2.3590727664052418,1.2666279078553209
1294,7,107,16,1,0,2.5440745810798187,1.5772936047395714
1295,7,108,15,1,0,2.0876569172739647,1.1353781606720565
1296,7,109,14,1,1,2.668010338942497,1.6619716042645245
1297,7,110,16,0,1,2.1837427661665982,1.8359978462354614
1298,7,111,16,0,0,2.6624406195420973,1.677848989568957
1299,7,112,16,1,1,2.889468370248165,1.755297408203629
1300,7,113,15,1,0,1.3992380496576955,1.3992380496576955
1301,7,114,16,1,1,3.2048767093013826,1.9450541000507484
1302,7,115,15,1,0,2.569214252620923,1.2685742840461782
1303,7,116,14,1,1,2.748281561617767,1.778949210112541
1304,7,117,16,0,0,2.0724384452249547,1.0867734880976716
1305,7,118,13,1,0,2.5664658559540796,1.2477295492895628
1306,7,119,16,0,0,2.372335734558959,1.5169310687736328
1307,7,120,14,0,1,2.71105474418819,1.7549072407810797
1308,7,121,17,0,0,1.2882307404193225,1.2882307404193225
1309,7,122,15,0,1,1.7026857303595448,1.7026857303595448
1310,7,123,16,0,0,2.3085452574896816,1.2673592170764165
1311,7,124,15,1,1,2.9140684003990502,2.0991619073813874
1312,7,125,14,1,1,2.7094007624389302,1.9311874860935185
1313,7,126,13,1,1,2.561030595621726,1.4268478126972273
